Date,Open,High,Low,Close,Volume
2010-01-04,1875.0,1879.9,1850.0,1850.75,88
2010-01-05,1850.05,1875.0,1850.0,1850.4,5332
2010-01-06,1825.05,1859.95,1825.0,1840.0,226
2010-01-07,1875.0,1894.0,1850.0,1855.0,209
2010-01-08,1825.0,1872.95,1825.0,1850.6,483
2010-01-11,1850.05,1880.0,1850.0,1850.45,208
2010-01-12,1750.0,1880.0,1750.0,1850.05,307
2010-01-13,1850.0,1869.75,1850.0,1855.4,103
2010-01-14,1874.0,1875.0,1850.05,1853.75,489
2010-01-15,1875.0,1875.0,1851.2,1853.05,591
2010-01-18,1850.0,1874.7,1850.0,1857.15,397
2010-01-19,1850.0,1875.0,1850.0,1850.45,251
2010-01-20,1850.05,1868.95,1850.0,1850.3,47
2010-01-21,1850.05,1874.0,1810.0,1820.85,920
2010-01-22,1800.1,1869.95,1792.05,1850.55,741
2010-01-25,1850.1,1874.9,1850.0,1851.85,91
2010-01-27,1832.0,1832.0,1762.0,1775.15,1031
2010-01-28,1800.0,1850.0,1800.0,1850.0,346
2010-01-29,1814.0,1850.7,1775.55,1847.1,280
2010-02-01,1793.75,1850.0,1793.75,1825.0,201
2010-02-02,1825.0,1825.0,1810.15,1811.25,40
2010-02-03,1850.0,1850.0,1820.0,1821.35,213
2010-02-04,1864.95,1864.95,1815.1,1848.1,149
2010-02-05,1810.0,1850.0,1810.0,1844.0,206
2010-02-06,1860.0,1865.0,1860.0,1864.6,25
2010-02-08,1865.0,1865.0,1813.05,1837.1,293
2010-02-09,1840.85,1865.0,1818.65,1864.85,1603
2010-02-10,1865.0,1865.0,1837.1,1853.3,381
2010-02-11,1865.0,1865.0,1832.4,1850.0,48
2010-02-15,1856.0,1874.65,1850.05,1862.4,534
2010-02-16,1852.15,1980.0,1852.15,1906.9,624
2010-02-17,1955.55,1975.0,1938.0,1968.05,470
2010-02-18,1997.9,2068.0,1969.0,2044.25,835
2010-02-19,2040.0,2070.0,2020.0,2026.55,464
2010-02-22,2031.15,2039.0,2015.0,2015.75,186
2010-02-23,2143.0,2143.0,1910.0,1980.0,52
2010-02-24,1980.0,1998.0,1980.0,1998.0,18
2010-02-25,2000.0,2025.0,2000.0,2000.0,101
2010-02-26,2024.95,2058.0,1980.0,2041.2,791
2010-03-02,2030.0,2070.0,2030.0,2030.0,37
2010-03-03,2033.3,2060.0,2033.3,2054.7,99
2010-03-04,2045.0,2249.0,2045.0,2192.9,1158
2010-03-05,2200.0,2275.0,2200.0,2226.15,419
2010-03-08,2200.1,2290.0,2200.1,2283.85,524
2010-03-09,2339.0,2339.0,2231.3,2253.9,177
2010-03-10,2255.15,2278.0,2237.0,2247.45,149
2010-03-11,2248.0,2248.0,2208.1,2223.0,59
2010-03-12,2250.0,2263.5,2214.6,2231.65,108
2010-03-15,2226.1,2248.4,2210.1,2215.9,535
2010-03-16,2243.0,2397.0,2240.0,2300.1,1096
2010-03-17,2255.0,2349.95,2255.0,2340.0,621
2010-03-18,2370.0,2370.0,2305.0,2305.95,228
2010-03-19,2365.0,2365.0,2260.0,2283.45,269
2010-03-22,2260.0,2270.0,2211.0,2230.2,175
2010-03-23,2277.0,2277.0,2205.1,2232.75,149
2010-03-25,2225.15,2263.0,2225.15,2252.0,84
2010-03-26,2240.0,2274.0,2200.0,2230.4,913
2010-03-29,2250.0,2300.0,2200.0,2202.1,475
2010-03-30,2320.0,2320.0,2215.0,2228.95,1840
2010-03-31,2216.6,2249.9,2210.3,2211.15,29
2010-04-01,2221.1,2322.15,2221.1,2298.65,212
2010-04-05,2305.0,2399.9,2250.0,2252.45,532
2010-04-06,2250.0,2312.0,2250.0,2257.25,7000
2010-04-07,2299.95,2299.95,2242.0,2250.25,172
2010-04-08,2289.9,2289.9,2246.35,2257.2,71
2010-04-09,2247.35,2345.0,2247.35,2321.0,219
2010-04-12,2250.0,2340.0,2250.0,2315.0,26
2010-04-13,2325.0,2365.0,2315.65,2360.0,1660
2010-04-15,2385.0,2390.0,2333.0,2370.4,399
2010-04-16,2399.0,2399.9,2321.25,2348.25,168
2010-04-19,2306.2,2347.0,2306.0,2315.95,417
2010-04-20,2321.0,2350.0,2286.0,2286.0,642
2010-04-21,2286.0,2400.0,2286.0,2393.4,342
2010-04-22,2400.0,2400.0,2292.0,2303.4,894
2010-04-23,2321.0,2321.0,2240.0,2258.35,589
2010-04-26,2260.0,2360.0,2260.0,2350.35,420
2010-04-27,2354.95,2360.0,2340.0,2340.0,1477
2010-04-28,2300.0,2347.95,2300.0,2306.15,89
2010-04-29,2355.0,2355.0,2310.0,2336.25,154
2010-04-30,2350.0,2379.0,2305.0,2312.8,255
2010-05-03,2359.95,2360.0,2350.0,2350.1,849
2010-05-04,2360.0,2360.0,2300.0,2306.75,97
2010-05-05,2310.0,2348.6,2242.0,2263.65,312
2010-05-06,2309.8,2309.8,2260.0,2301.5,181
2010-05-07,2260.05,2288.95,2251.0,2252.5,77
2010-05-10,2255.05,2303.0,2250.0,2300.0,30
2010-05-11,2323.75,2323.75,2299.95,2300.0,62
2010-05-12,2285.05,2368.0,2251.1,2338.45,9235
2010-05-13,2360.0,2360.0,2304.0,2304.0,54
2010-05-14,2281.0,2330.0,2250.0,2252.5,96
2010-05-17,2242.0,2274.95,2227.4,2251.1,186
2010-05-18,2299.9,2314.0,2270.0,2300.0,485
2010-05-19,2337.0,2760.0,2337.0,2487.25,22157
2010-05-20,2490.0,2549.0,2330.0,2360.4,1944
2010-05-21,2408.0,2455.0,2260.0,2382.5,764
2010-05-24,2451.0,2550.0,2325.0,2390.05,2062
2010-05-25,2400.0,2450.0,2300.0,2300.5,848
2010-05-26,2282.5,2355.0,2282.5,2349.95,264
2010-05-27,2337.0,2387.5,2317.05,2335.25,102
2010-05-28,2475.0,2475.0,2351.0,2378.25,311
2010-05-31,2475.0,2580.0,2475.0,2540.65,4139
2010-06-01,2540.65,2560.0,2450.0,2459.05,681
2010-06-02,2459.05,2538.0,2459.05,2493.9,60
2010-06-03,2452.15,2525.0,2440.0,2460.25,206
2010-06-04,2451.0,2494.0,2440.0,2467.95,211
2010-06-07,2501.0,2748.0,2501.0,2552.75,14506
2010-06-08,2649.0,2649.0,2475.0,2510.9,2326
2010-06-09,2510.0,2551.0,2452.0,2542.15,5598
